"node","median_MCMC"
286,0.378358792115544
285,0.388935546111817
288,0.373463913018761
290,0.401968279450451
289,0.386493732655156
287,0.410314640771196
284,0.406028507127718
291,0.384419624578167
283,0.390976469929451
292,0.30257075830689
282,0.343937830539515
281,0.422422572118566
280,0.479295578104147
295,0.729271392820896
300,0.666638021342317
299,0.693437429634462
298,0.701686770782704
297,0.710707408295886
302,0.748411492590034
301,0.751528216424413
296,0.767174172458882
294,0.763451972785701
306,0.788081459771412
305,0.745388531260214
304,0.757124204509377
312,0.688224119371876
311,0.728802722816026
315,0.683718509247166
314,0.737545598261991
318,0.701252092058205
317,0.709969229907608
316,0.716211096849377
313,0.767775115263109
310,0.776844541945785
309,0.785134565451454
308,0.785339715363292
320,0.662118345034193
319,0.669676422559008
307,0.760909470542092
303,0.787805817691204
293,0.769699778956783
279,0.745202164859183
278,1.04863341691376
327,0.624456871957178
328,0.622996301028856
326,0.635690215306091
325,0.687895346436143
330,0.684113105135283
329,0.708679408646689
324,0.770440969554562
323,0.781760799283968
322,0.779807966086811
333,0.29093220019413
338,0.346795763782939
337,0.351780374589537
336,0.299589813249759
335,0.307150365535637
339,0.351874901136361
334,0.317890326562253
332,0.321993848981416
331,0.570054246725498
321,0.79357221239021
277,1.04607752966958
344,0.56943554429186
343,0.561699988167193
342,0.558515998978366
345,0.571504240432146
341,0.56443689332708
350,0.569898301547051
349,0.577771172427003
354,0.574273808937222
353,0.586130763806954
352,0.616019503810163
351,0.649384015336742
348,0.66047465109762
357,0.501007138523655
356,0.650410750318916
363,0.555107648141317
362,0.568919280655252
361,0.584283742595486
365,0.410161732608081
364,0.535319150247848
360,0.674157321413402
368,0.631307808069053
370,0.55149687098831
369,0.581493260423057
367,0.639415929756592
372,0.594520957657724
371,0.612365111334901
366,0.694330104468406
359,0.721498516051219
377,0.505288217962457
376,0.515107712827366
375,0.530696404539297
374,0.570416911556076
373,0.596902719109428
358,0.708811405439268
355,0.760147338836528
347,0.763223915406848
384,0.324419417664289
383,0.442695829320407
382,0.587835190089631
386,0.535937478022653
385,0.578468391392617
381,0.667545654418888
387,0.567134757428644
380,0.713707168979169
391,0.687936715040289
390,0.697931386222439
389,0.660834621597406
388,0.654350636585962
379,0.71746845731401
392,0.606540952227753
378,0.74604100297868
346,0.76074016143875
340,0.509264963108313
276,0.97674226910418
395,0.253129777993838
402,0.00920384600141891
401,0.0092036450504348
406,0.00361195400730896
408,0.0034517412156773
407,0.00478091846153012
405,0.00465536467898917
404,0.00826702228097173
403,0.00815628234597763
400,0.00805989123250007
410,0.00188916273941317
409,0.00185398738295492
399,0.00908414755668292
414,0.0088556578718471
413,0.0114792509558679
412,0.0306777238733459
411,0.0346192769379604
398,0.0347092044380835
397,0.0345401868274775
416,0.0227014090700183
421,0.00355978357667787
423,0.000590167099619017
422,0.00345647001658919
420,0.00345507546592392
419,0.00345438403033608
425,0.00230310068288555
426,0.00461817343387983
424,0.0046172951358706
418,0.00461647446760911
417,0.00534739972827804
415,0.0225760149055056
396,0.0579811380213525
394,0.25319244478358
393,1.53544086604756
275,3.70068110847752
429,3.07822047173031
431,0.669824978398968
434,0.382661872879219
433,0.471240598295658
432,3.4837877182767
430,3.34494131908428
428,3.5084033250907
436,2.06342918930784
438,1.48412669501214
437,1.50223601756991
435,1.97019545160101
427,4.18717633170093
274,4.18701999994082
452,4.11345098370479
451,4.21760324124616
453,3.85544429899562
450,4.24128497204423
454,3.8722979703172
449,4.26943048849328
448,4.31939756968859
455,4.1326198214607
447,4.33334744992661
461,4.14588776244487
463,3.92630492873769
462,4.27420573944951
460,4.33723262128268
459,4.38410565317482
466,4.23927049799993
469,4.04592833450563
468,4.24271044054329
467,4.23852197616819
465,4.32289782668064
464,4.35741197678624
458,4.37931737237363
457,4.35984863008544
473,4.057632870849
472,4.12460903654389
471,4.22833561100547
470,4.31695069649423
456,4.35052086869893
446,4.35043768610311
445,4.41078079485037
444,4.79492726827125
475,4.85684271719461
474,5.03662809519701
443,5.14414265798136
477,4.83730539393923
476,5.64193477459126
442,4.54949031307201
478,1.77211361398744
441,4.2259974585076
481,0.504730997764085
480,0.52062128849307
487,0.937270054129595
486,1.82372181380645
485,2.98115588670742
484,3.30402960111317
483,3.28815693007934
492,0.101244003321303
495,0.105812062280485
496,0.0774136537421958
494,0.107735446415254
493,0.130293372977732
491,0.134630314000177
490,0.188382080756657
489,0.99898440559233
488,1.14668404922921
482,3.30049443525649
479,2.62560732280906
440,3.43766834365947
499,4.72530507015449
498,5.05528017443807
503,3.4162082271798
502,3.44574328611275
501,3.55557324971022
500,3.76848803855589
497,3.75663339966869
439,3.30214941009236
273,4.14867671520445
507,1.94941714632246
506,2.45638708153129
505,3.67836551946794
504,5.35418571651857
272,5.48142330774275
271,6.28524346708725
270,6.71095393015771
508,5.30348354279025
269,7.10599953194508
516,4.63365169751506e-05
515,5.99451455982907e-05
514,0.000128014627670112
518,5.96981995428985e-05
517,0.000127811096220948
513,0.000567579061584941
519,0.000555387280652808
512,0.00390094744439368
511,0.0293818897215554
522,0.000556609611072788
521,0.00389643634787519
520,0.0290167118810342
510,0.220088705181
509,1.81113908638311
268,7.63876621678857
267,7.65249634170356
266,6.22822907008064
